"State Abbreviation","State Name","Reporting Period","State Expanded Medicaid","Preliminary or Updated","Final Report","New Applications Submitted to Medicaid and CHIP Agencies","New Applications Submitted to Medicaid and CHIP Agencies - footnotes","Applications for Financial Assistance Submitted to the State Based Marketplace","Applications for Financial Assistance Submitted to the State Based Marketplace - footnotes","Total Applications for Financial Assistance Submitted at State Level","Total Applications for Financial Assistance Submitted at State Level - footnotes","Individuals Determined Eligible for Medicaid at Application","Individuals Determined Eligible for Medicaid at Application - footnotes","Individuals Determined Eligible for CHIP at Application","Individuals Determined Eligible for CHIP at Application - footnotes","Total Medicaid and CHIP Determinations","Total Medicaid and CHIP Determinations - footnotes","Medicaid and CHIP Child Enrollment","Medicaid and CHIP Child Enrollment - footnotes","Total Medicaid and CHIP Enrollment","Total Medicaid and CHIP Enrollment - footnotes","Total Medicaid Enrollment","Total Medicaid Enrollment - footnotes","Total CHIP Enrollment","Total CHIP Enrollment - footnotes","Total Adult Medicaid Enrollment","Total Adult Medicaid Enrollment - footnotes","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours - footnotes","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days - footnotes","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days - footnotes","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days - footnotes","Total Medicaid and CHIP Determinations Processed in More than 45 Days","Total Medicaid and CHIP Determinations Processed in More than 45 Days - footnotes","Total Call Center Volume (Number of Calls)","Total Call Center Volume (Number of Calls) - footnotes","Average Call Center Wait Time (Minutes)","Average Call Center Wait Time (Minutes) - footnotes","Average Call Center Abandonment Rate","Average Call Center Abandonment Rate - footnotes"
AK,Alaska,202012,Y,P,N,2620,"Includes Renewals and/or Redeterminations",0,,2620,"Includes Renewals and/or Redeterminations",2096,"Includes Renewals and/or Redeterminations; Includes CHIP",106,,2202,"Includes Renewals and/or Redeterminations",99613,,238433,,225053,,13380,,,,,,,,,,,,,,,,,,,
AK,Alaska,202012,Y,U,Y,2620,"Includes Renewals and/or Redeterminations",0,,2620,"Includes Renewals and/or Redeterminations",2096,"Includes Renewals and/or Redeterminations; Includes CHIP",106,,2202,"Includes Renewals and/or Redeterminations",99940,,239981,,226591,,13390,,,,,,,,,,,,,,,,,,,
AK,Alaska,202101,Y,P,N,2574,"Includes Renewals and/or Redeterminations",0,,2574,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",71,,1614,"Includes Renewals and/or Redeterminations",99533,,237582,,224304,,13278,,,,,,,,,,,,,,,,,,,
AK,Alaska,202101,Y,U,Y,2574,"Includes Renewals and/or Redeterminations",0,,2574,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",71,,1614,"Includes Renewals and/or Redeterminations",100171,,241410,,228118,,13292,,,,,,,,,,,,,,,,,,,
AK,Alaska,202102,Y,P,N,2795,"Includes Renewals and/or Redeterminations",0,,2795,"Includes Renewals and/or Redeterminations",1243,"Includes Renewals and/or Redeterminations; Includes CHIP",48,,1291,"Includes Renewals and/or Redeterminations",100499,,242991,,229755,,13236,,,,109,"Incorrectly includes redeterminations",437,"Incorrectly includes redeterminations",388,"Incorrectly includes redeterminations",195,"Incorrectly includes redeterminations",1532,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202102,Y,U,Y,2795,"Includes Renewals and/or Redeterminations",0,,2795,"Includes Renewals and/or Redeterminations",1243,"Includes Renewals and/or Redeterminations; Includes CHIP",48,,1291,"Includes Renewals and/or Redeterminations",100499,,242991,,229755,,13236,,,,109,"Incorrectly includes redeterminations",437,"Incorrectly includes redeterminations",388,"Incorrectly includes redeterminations",195,"Incorrectly includes redeterminations",1532,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202103,Y,P,N,2987,"Includes Renewals and/or Redeterminations",0,,2987,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",67,,1610,"Includes Renewals and/or Redeterminations",100555,,243824,,230715,,13109,,,,179,"Incorrectly includes redeterminations",431,"Incorrectly includes redeterminations",430,"Incorrectly includes redeterminations",183,"Incorrectly includes redeterminations",2261,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202103,Y,U,Y,2987,"Includes Renewals and/or Redeterminations",0,,2987,"Includes Renewals and/or Redeterminations",1543,"Includes Renewals and/or Redeterminations; Includes CHIP",67,,1610,"Includes Renewals and/or Redeterminations",100827,,244860,,231747,,13113,,,,179,"Incorrectly includes redeterminations",431,"Incorrectly includes redeterminations",430,"Incorrectly includes redeterminations",183,"Incorrectly includes redeterminations",2261,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202104,Y,P,N,2536,"Includes Renewals and/or Redeterminations",0,,2536,"Includes Renewals and/or Redeterminations",1453,"Includes Renewals and/or Redeterminations; Includes CHIP",88,,1541,"Includes Renewals and/or Redeterminations",101124,,246179,,233149,,13030,,,,283,"Incorrectly includes redeterminations",493,"Incorrectly includes redeterminations",436,"Incorrectly includes redeterminations",387,"Incorrectly includes redeterminations",1516,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202104,Y,U,Y,2536,"Includes Renewals and/or Redeterminations",0,,2536,"Includes Renewals and/or Redeterminations",1453,"Includes Renewals and/or Redeterminations; Includes CHIP",88,,1541,"Includes Renewals and/or Redeterminations",101494,,247180,,234147,,13033,,,,283,"Incorrectly includes redeterminations",493,"Incorrectly includes redeterminations",436,"Incorrectly includes redeterminations",387,"Incorrectly includes redeterminations",1516,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202105,Y,P,N,2282,"Includes Renewals and/or Redeterminations",0,,2282,"Includes Renewals and/or Redeterminations",1837,"Includes Renewals and/or Redeterminations; Includes CHIP",115,,1952,"Includes Renewals and/or Redeterminations",101548,,247581,,234706,,12875,,,,,,,,,,,,,,,,,,,
AK,Alaska,202105,Y,U,Y,2282,"Includes Renewals and/or Redeterminations",0,,2282,"Includes Renewals and/or Redeterminations",1837,"Includes Renewals and/or Redeterminations; Includes CHIP",115,,1952,"Includes Renewals and/or Redeterminations",101974,,248739,,235858,,12881,,,,,,,,,,,,,,,,,,,
AK,Alaska,202106,Y,P,N,2484,"Includes Renewals and/or Redeterminations",0,,2484,"Includes Renewals and/or Redeterminations",1782,"Includes Renewals and/or Redeterminations; Includes CHIP",75,,1857,"Includes Renewals and/or Redeterminations",102218,,249502,,236720,,12782,,,,,,,,,,,,,,,,,,,
AK,Alaska,202106,Y,U,Y,0,,0,,0,,0,,0,,0,,102501,,250285,,237500,,12785,,,,,,,,,,,,,,,,,,,
AK,Alaska,202107,Y,P,N,2214,,0,,2214,,1519,,76,,1595,,102312,,250151,,237497,,12654,,,,,,,,,,,,,,,,,,,
AK,Alaska,202107,Y,U,Y,2214,,0,,2214,,1519,,76,,1595,,102632,,251024,,238365,,12659,,,,,,,,,,,,,,,,,,,
AK,Alaska,202108,Y,P,N,2379,,0,,2379,,1726,,70,,1796,,101831,,249781,,237271,,12510,,,,,,,,,,,,,,,,,,,
AK,Alaska,202108,Y,U,Y,2379,,0,,2379,,1726,,70,,1796,,102819,,251977,,239402,,12575,,,,,,,,,,,,,,,,,,,
AK,Alaska,202109,Y,P,N,2208,,0,,2208,,1500,,68,,1568,,102778,,252090,,239595,,12495,,,,,,,,,,,,,,,,,,,
AK,Alaska,202109,Y,U,Y,2208,,0,,2208,,1500,,68,,1568,,102993,,252736,,240240,,12496,,,,,,,,,,,,,,,,,,,
AK,Alaska,202110,Y,P,N,2430,,0,,2430,,1432,,54,,1486,,102942,,252935,,240527,,12408,,,,,,,,,,,,,,,,,,,
AK,Alaska,202110,Y,U,Y,2430,,0,,2430,,1432,,54,,1486,,103391,,254169,,241822,,12347,,,,,,,,,,,,,,,,,,,
AK,Alaska,202111,Y,P,N,2396,,0,,2396,,1696,,84,,1780,,103143,,253841,,241504,,12337,,,,,,,,,,,,,,,,,,,
AK,Alaska,202111,Y,U,Y,2396,,0,,2396,,1696,,84,,1780,,103632,,255230,,242946,,12284,,,,,,,,,,,,,,,,,,,
AK,Alaska,202112,Y,P,N,2216,,0,,2216,,1865,,93,,1958,,103473,,255009,,242720,,12289,,,,,,,,,,,,,,,,,,,
AK,Alaska,202112,Y,U,Y,2214,,0,,2214,,1865,,93,,1958,,103707,,255746,,243455,,12291,,,,,,,,,,,,,,,,,,,
AK,Alaska,202201,Y,P,N,2302,,0,,2302,,1749,,82,,1831,,103666,,256139,,243874,,12265,,,,113,"Incorrectly includes redeterminations",668,"Incorrectly includes redeterminations",577,"Incorrectly includes redeterminations",396,"Incorrectly includes redeterminations",1043,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202201,Y,U,Y,2302,,0,,2302,,1749,,82,,1831,,104013,,257035,,244766,,12269,,,,113,"Incorrectly includes redeterminations",668,"Incorrectly includes redeterminations",577,"Incorrectly includes redeterminations",396,"Incorrectly includes redeterminations",1043,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202202,Y,P,N,1965,,0,,1965,,1390,,43,,1433,,103879,,256992,,244795,,12197,,,,226,"Incorrectly includes redeterminations",344,"Incorrectly includes redeterminations",388,"Incorrectly includes redeterminations",269,"Incorrectly includes redeterminations",1172,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202202,Y,U,Y,1965,,0,,1965,,1390,,43,,1433,,104139,,257691,,245489,,12202,,,,226,"Incorrectly includes redeterminations",344,"Incorrectly includes redeterminations",388,"Incorrectly includes redeterminations",269,"Incorrectly includes redeterminations",1172,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202203,Y,P,N,2263,,0,,2263,,1592,,70,,1662,,104332,,258363,,246201,,12162,,,,192,"Incorrectly includes redeterminations",357,"Incorrectly includes redeterminations",498,"Incorrectly includes redeterminations",352,"Incorrectly includes redeterminations",1421,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202203,Y,U,Y,2263,,0,,2263,,1592,,70,,1662,,104741,,259457,,247295,,12162,,,,192,"Incorrectly includes redeterminations",357,"Incorrectly includes redeterminations",498,"Incorrectly includes redeterminations",352,"Incorrectly includes redeterminations",1421,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202204,Y,P,N,1869,,0,,1869,,1758,,94,,1852,,104729,,259971,,247976,,11995,,,,171,"Incorrectly includes redeterminations",252,"Incorrectly includes redeterminations",623,"Incorrectly includes redeterminations",299,"Incorrectly includes redeterminations",1991,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202204,Y,U,Y,1869,,0,,1869,,1758,,94,,1852,,104729,,259971,,247976,,11995,,,,171,"Incorrectly includes redeterminations",252,"Incorrectly includes redeterminations",623,"Incorrectly includes redeterminations",299,"Incorrectly includes redeterminations",1991,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202205,Y,P,N,2037,,0,,2037,,1481,,66,,1547,,104591,,260041,,248137,,11904,,,,138,"Incorrectly includes redeterminations",460,"Incorrectly includes redeterminations",624,"Incorrectly includes redeterminations",288,"Incorrectly includes redeterminations",990,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202205,Y,U,Y,2037,,0,,2037,,1481,,66,,1547,,104836,,260768,,248863,,11905,,,,138,"Incorrectly includes redeterminations",460,"Incorrectly includes redeterminations",624,"Incorrectly includes redeterminations",288,"Incorrectly includes redeterminations",990,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202206,Y,P,N,2006,,0,,2006,,1189,,66,,1255,,104809,,260981,,249106,,11875,,,,51,"Incorrectly includes redeterminations",188,"Incorrectly includes redeterminations",236,"Incorrectly includes redeterminations",134,"Incorrectly includes redeterminations",1497,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202206,Y,U,Y,2006,,0,,2006,,1189,,66,,1255,,105193,,262031,,250149,,11882,,,,51,"Incorrectly includes redeterminations",188,"Incorrectly includes redeterminations",236,"Incorrectly includes redeterminations",134,"Incorrectly includes redeterminations",1497,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202207,Y,P,N,1845,,0,,1845,,998,,50,,1048,,104920,,261816,,249966,,11850,,,,133,"Incorrectly includes redeterminations",261,"Incorrectly includes redeterminations",505,"Incorrectly includes redeterminations",131,"Incorrectly includes redeterminations",238,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202207,Y,U,Y,1845,,0,,1845,,998,,50,,1048,,104920,,261816,,249966,,11850,,,,133,"Incorrectly includes redeterminations",261,"Incorrectly includes redeterminations",505,"Incorrectly includes redeterminations",131,"Incorrectly includes redeterminations",238,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202208,Y,P,N,1995,,0,,1995,,1217,,46,,1263,,104813,,261724,,249945,,11779,,,,102,"Incorrectly includes redeterminations",268,"Incorrectly includes redeterminations",714,"Incorrectly includes redeterminations",210,"Incorrectly includes redeterminations",410,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202208,Y,U,Y,1995,,0,,1995,,1217,,46,,1263,,105055,,262417,,250637,,11780,,,,102,"Incorrectly includes redeterminations",268,"Incorrectly includes redeterminations",714,"Incorrectly includes redeterminations",210,"Incorrectly includes redeterminations",410,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202209,Y,P,N,1497,,0,,1497,,963,,38,,1001,,104840,,261929,,250132,,11797,,,,78,"Incorrectly includes redeterminations",141,"Incorrectly includes redeterminations",511,"Incorrectly includes redeterminations",176,"Incorrectly includes redeterminations",312,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202209,Y,U,Y,1497,,0,,1497,,963,,38,,1001,,105106,,262624,,250824,,11800,,,,78,"Incorrectly includes redeterminations",141,"Incorrectly includes redeterminations",511,"Incorrectly includes redeterminations",176,"Incorrectly includes redeterminations",312,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202210,Y,P,N,1686,,0,,1686,,1038,,40,,1078,,104525,,261773,,249959,,11814,,,,105,"Incorrectly includes redeterminations",89,"Incorrectly includes redeterminations",489,"Incorrectly includes redeterminations",159,"Incorrectly includes redeterminations",362,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202210,Y,U,Y,1686,,0,,1686,,1038,,40,,1078,,105017,,262586,,250772,,11814,,,,105,"Incorrectly includes redeterminations",89,"Incorrectly includes redeterminations",489,"Incorrectly includes redeterminations",159,"Incorrectly includes redeterminations",362,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202211,Y,P,N,1415,,0,,1415,,1543,,113,,1656,,105252,,263529,,251627,,11902,,,,95,"Incorrectly includes redeterminations",127,"Incorrectly includes redeterminations",495,"Incorrectly includes redeterminations",653,"Incorrectly includes redeterminations",904,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202211,Y,U,Y,1415,,0,,1415,,1543,,113,,1656,,105252,,263529,,251627,,11902,,,,95,"Incorrectly includes redeterminations",127,"Incorrectly includes redeterminations",495,"Incorrectly includes redeterminations",653,"Incorrectly includes redeterminations",904,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202212,Y,P,N,1287,,0,,1287,,1061,,73,,1134,,105067,,263206,,251276,,11930,,,,60,"Incorrectly includes redeterminations",58,"Incorrectly includes redeterminations",164,"Incorrectly includes redeterminations",577,"Incorrectly includes redeterminations",488,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202212,Y,U,Y,1287,,0,,1287,,1061,,73,,1134,,105143,,263656,,251726,,11930,,,,60,"Incorrectly includes redeterminations",58,"Incorrectly includes redeterminations",164,"Incorrectly includes redeterminations",577,"Incorrectly includes redeterminations",488,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202301,Y,P,N,1625,,0,,1625,,1668,,82,,1750,,104942,,263306,,251327,,11979,,,,70,"Incorrectly includes redeterminations",83,"Incorrectly includes redeterminations",86,"Incorrectly includes redeterminations",743,"Incorrectly includes redeterminations",1257,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202301,Y,U,Y,1625,,0,,1625,,1668,,82,,1750,,105769,,265528,,253531,,11997,,,,70,"Incorrectly includes redeterminations",83,"Incorrectly includes redeterminations",86,"Incorrectly includes redeterminations",743,"Incorrectly includes redeterminations",1257,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202302,Y,P,N,1392,,0,,1392,,1612,,80,,1692,,105579,,265565,,253526,,12039,,,,83,"Incorrectly includes redeterminations",110,"Incorrectly includes redeterminations",195,"Incorrectly includes redeterminations",158,"Incorrectly includes redeterminations",1528,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202302,Y,U,Y,1392,,0,,1392,,0,,0,,0,,105700,,266213,,254124,,12089,,,,83,"Incorrectly includes redeterminations",110,"Incorrectly includes redeterminations",195,"Incorrectly includes redeterminations",158,"Incorrectly includes redeterminations",1528,"Incorrectly includes redeterminations",,,,,,
AK,Alaska,202303,Y,P,N,2318,,0,,2318,,1902,,112,,2014,,105666,,266110,,253960,,12150,,,,84,"Incorrectly includes redeterminations",282,"Incorrectly includes redeterminations",497,"Incorrectly includes redeterminations",207,"Incorrectly includes redeterminations",1251,"Incorrectly includes redeterminations",20564,"Includes calls for other benefit programs",17,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.270,"Includes calls for other benefit programs"
AK,Alaska,202303,Y,U,Y,2318,,0,,2318,,1902,,112,,2014,,106018,,267278,,254947,,12331,,,,84,"Incorrectly includes redeterminations",282,"Incorrectly includes redeterminations",497,"Incorrectly includes redeterminations",207,"Incorrectly includes redeterminations",1251,"Incorrectly includes redeterminations",20564,"Includes calls for other benefit programs",17,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.270,"Includes calls for other benefit programs"
AK,Alaska,202304,Y,P,N,2019,,0,,2019,,1095,,34,,1129,,105816,,266740,,254499,,12241,,,,76,"Incorrectly includes redeterminations",394,"Incorrectly includes redeterminations",188,"Incorrectly includes redeterminations",41,"Incorrectly includes redeterminations",578,"Incorrectly includes redeterminations",19377,"Includes calls for other benefit programs",17,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.270,"Includes calls for other benefit programs"
AK,Alaska,202304,Y,U,Y,2019,,0,,2019,,1095,,34,,1129,,106235,,268069,,255688,,12381,,,,76,"Incorrectly includes redeterminations",394,"Incorrectly includes redeterminations",188,"Incorrectly includes redeterminations",41,"Incorrectly includes redeterminations",578,"Incorrectly includes redeterminations",19377,"Includes calls for other benefit programs",17,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.270,"Includes calls for other benefit programs"
AK,Alaska,202305,Y,P,N,2204,,0,,2204,,1291,,77,,1368,,105920,,266917,,254439,,12478,,,,50,"Incorrectly includes redeterminations",498,"Incorrectly includes redeterminations",246,"Incorrectly includes redeterminations",135,"Incorrectly includes redeterminations",619,"Incorrectly includes redeterminations",29402,"Includes calls for other benefit programs",16,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.240,"Includes calls for other benefit programs"
AK,Alaska,202305,Y,U,Y,2204,,0,,2204,,1291,,77,,1368,,105920,,266917,,254439,,12478,,,,50,"Incorrectly includes redeterminations",498,"Incorrectly includes redeterminations",246,"Incorrectly includes redeterminations",135,"Incorrectly includes redeterminations",619,"Incorrectly includes redeterminations",29402,"Includes calls for other benefit programs",16,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.240,"Includes calls for other benefit programs"
AK,Alaska,202306,Y,P,N,2206,,0,,2206,,1442,,45,,1487,,109158,,256916,,242624,,14292,,,,147,"Incorrectly includes redeterminations",369,"Incorrectly includes redeterminations",271,"Incorrectly includes redeterminations",106,"Incorrectly includes redeterminations",723,"Incorrectly includes redeterminations",30361,"Includes calls for other benefit programs",13,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.150,"Includes calls for other benefit programs"
AK,Alaska,202306,Y,U,Y,2206,,0,,2206,,1442,,45,,1487,,105090,,265952,,252977,,12975,,,,147,"Incorrectly includes redeterminations",369,"Incorrectly includes redeterminations",271,"Incorrectly includes redeterminations",106,"Incorrectly includes redeterminations",723,"Incorrectly includes redeterminations",30361,"Includes calls for other benefit programs",13,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.150,"Includes calls for other benefit programs"
AK,Alaska,202307,Y,P,N,2159,,0,,2159,,1332,,50,,1382,,103096,,261521,,248523,,12998,,,,14,"Incorrectly includes redeterminations; Does not include all MAGI determinations on applications",382,"Incorrectly includes redeterminations; Does not include all MAGI determinations on applications",137,"Incorrectly includes redeterminations; Does not include all MAGI determinations on applications",44,"Incorrectly includes redeterminations; Does not include all MAGI determinations on applications",346,"Incorrectly includes redeterminations; Does not include all MAGI determinations on applications",30310,"Includes calls for other benefit programs",13,"Call centers offer callbacks; Includes calls for other benefit programs; Wait times for callbacks are included but reported separately from live calls",0.150,"Includes calls for other benefit programs"
