State,Reporting period,Release date,Metric name ,Value ,Data notes
AK,202307,202310,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.1509,
AK,202307,202410,Total call center volume (number of calls),30310,C5
AK,202307,202410,Average call center wait time (minutes),13,"C2, C5, C9"
IA,202303,202410,Average call center abandonment rate,0.019,"C3, C4, C6"
AK,202306,202309,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),18090,
AK,202306,202309,Total number of beneficiaries due for renewal in the reporting month (Metric 5),7530,
AK,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),2659,
AK,202306,202309,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),1867,
AK,202306,202309,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),792,
AK,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),3380,
AK,202306,202309,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),1272,
AK,202306,202309,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),2108,
AK,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),1491,
AK,202306,202309,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.3531,
AK,202306,202309,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.2479,
AK,202306,202309,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1052,
AK,202306,202309,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.4489,
AK,202306,202309,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.1689,
AK,202306,202309,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.2799,
AK,202306,202309,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.198,
AK,202306,202410,Total call center volume (number of calls),30361,C5
AK,202306,202410,Average call center wait time (minutes),13,"C2, C5, C9"
ID,202303,202410,Average call center abandonment rate,0.063,C5
AK,202305,202308,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),11367,
AK,202305,202308,Total number of beneficiaries due for renewal in the reporting month (Metric 5),6539,
AK,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),1988,
AK,202305,202308,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),1193,
AK,202305,202308,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),795,
AK,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),2806,
AK,202305,202308,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2379,
AK,202305,202308,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),427,
AK,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),1745,
AK,202305,202308,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.304,
AK,202305,202308,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1824,
AK,202305,202308,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1216,
AK,202305,202308,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.4291,
AK,202305,202308,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.3638,
AK,202305,202308,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0653,
AK,202305,202308,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.2669,
AK,202305,202410,Total call center volume (number of calls),29402,C5
AK,202305,202410,Average call center wait time (minutes),16,"C2, C5, C9"
IL,202303,202410,Average call center abandonment rate,0.28,"C4, C5, C6"
AK,202304,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),9402,
AK,202304,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
AK,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
AK,202304,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
AK,202304,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
AK,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
AK,202304,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
AK,202304,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
AK,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
AK,202304,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
AK,202304,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
AK,202304,202307,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),,
AK,202304,202307,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),,
AK,202304,202307,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),,
AK,202304,202307,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),,
AK,202304,202307,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),,
AK,202304,202410,Total call center volume (number of calls),19377,C5
AK,202304,202410,Average call center wait time (minutes),17,"C2, C5, C9"
IN,202303,202410,Average call center abandonment rate,0.045,"C4, C5, C6"
AK,202303,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),,
AK,202303,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
AK,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
AK,202303,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
AK,202303,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
AK,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
AK,202303,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
AK,202303,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
AK,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
AK,202303,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
AK,202303,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
